"","Property_ID","Listing_Title","Listing_Type","Created","Scraped","Airbnb_PID","Airbnb_HID","HomeAway_PID","HomeAway_HID","winner","Permit","ETBL_ID","n_reserved","n_available","revenue","FREH","ML","LFRML","geometry","GH","Legal","n_diff"
"318","ab-29635043","Comfortable private bedroom apt,Downtown Montréal","Private room",2018-11-14,2019-05-06,29635043,223072347,NA,NA,24661278,FALSE,NA,11,178,471,FALSE,FALSE,FALSE,c(611040.17896256, 5040389.08538867),FALSE,TRUE,167
"319","ab-29651442","Modern Reception Hall in the PLATEAU!","Entire home/apt",2018-11-14,2019-05-23,29651442,135210837,NA,NA,24661392,FALSE,NA,27,179,13730,FALSE,FALSE,FALSE,c(609166.440563124, 5042272.08759091),FALSE,TRUE,167
"320","ab-29656107","ROMANTIC STUDIO FOR A CHEAP PRICE","Entire home/apt",2018-11-14,2019-02-03,29656107,222596443,NA,NA,24661441,FALSE,NA,100,170,4515,FALSE,TRUE,TRUE,c(610052.692951475, 5042844.30792365),FALSE,TRUE,167
"321","ab-29679258","Spacious studio in La Cite, Close to everything","Entire home/apt",2018-11-20,2019-05-24,29679258,223367467,NA,NA,24663249,FALSE,NA,145,163,4294,FALSE,FALSE,FALSE,c(611171.504639674, 5040562.55411674),FALSE,TRUE,161
"322","ab-29687082","Sunny Suite!","Entire home/apt",2018-11-20,2018-12-02,29687082,209509781,NA,NA,24661272,FALSE,NA,0,180,0,FALSE,TRUE,FALSE,c(611432.994885865, 5040737.13614782),FALSE,FALSE,161
"323","ab-29688590","Contemporary studio in the heart of the plateau!","Entire home/apt",2018-11-05,2019-04-19,29688590,223433141,NA,NA,24661828,FALSE,NA,72,179,3662,FALSE,FALSE,FALSE,c(610746.821114776, 5043017.71760789),FALSE,TRUE,176
"324","ab-29697163","Big House in Perfect Spot!","Entire home/apt",2018-11-20,2018-12-02,29697163,209509781,NA,NA,24661271,FALSE,NA,5,177,975,FALSE,TRUE,FALSE,c(611571.378423092, 5040709.35578286),FALSE,FALSE,161
"325","ab-29697458","Beautiful Mont Royal 3 Bedroom 2 Bath!","Entire home/apt",2018-11-20,2018-12-01,29697458,209509781,NA,NA,24661835,FALSE,NA,18,178,3305,FALSE,TRUE,FALSE,c(610638.943630936, 5042332.69182545),FALSE,FALSE,161
"326","ab-29701588","Perfect Group Spot!","Entire home/apt",2018-11-20,2018-12-22,29701588,217456156,NA,NA,24661265,FALSE,NA,70,168,10267,FALSE,TRUE,FALSE,c(611971.327331915, 5041234.60474694),FALSE,FALSE,161
"327","ab-29733464","Cozy 4BR apt in Mont-Royal,great for family","Entire home/apt",2018-11-20,2019-02-15,29733464,139747053,NA,NA,24661894,FALSE,NA,43,178,5295,FALSE,TRUE,FALSE,c(611680.382829355, 5043069.32099996),FALSE,FALSE,161
"328","ab-29733906","Big Space for Big Group!","Entire home/apt",2018-11-20,2018-12-22,29733906,217456156,NA,NA,24661959,FALSE,NA,3,181,528,FALSE,TRUE,FALSE,c(610854.225820675, 5041153.71870116),FALSE,FALSE,161
"329","ab-29754859","Fiction Sanctuary (Tourism Permit & Free Parking)","Entire home/apt",2018-11-20,2019-05-24,29754859,219345292,NA,NA,24663342,TRUE,392546893,117,163,6672,FALSE,TRUE,FALSE,c(611622.958119143, 5041626.32571717),FALSE,TRUE,161
"330","ab-29755312","St Denis ""POP!"" Apartment by Mattia","Entire home/apt",2018-11-20,2019-01-05,29755312,219345292,NA,NA,24663344,FALSE,NA,38,172,2265,FALSE,TRUE,FALSE,c(611674.920457449, 5041457.97290171),FALSE,FALSE,161
"331","ab-29760861","Beautiful and Cozy steps from Mount-Royal","Entire home/apt",2018-11-14,2019-05-24,29760861,174950857,NA,NA,24661433,FALSE,NA,136,181,9915,FALSE,TRUE,FALSE,c(609894.007298877, 5042075.87260957),FALSE,FALSE,167
"332","ab-29795242","Private Mile-End Getaway","Entire home/apt",2018-11-20,2019-05-24,29795242,87249929,NA,NA,24661430,FALSE,NA,132,176,10961,FALSE,FALSE,FALSE,c(609576.458902779, 5041874.72418729),FALSE,TRUE,161
"333","ab-29796461","Big bedroom on the Plateau","Private room",2018-11-20,2019-05-24,29796461,9379929,NA,NA,24661902,FALSE,NA,126,181,2097,FALSE,FALSE,FALSE,c(610975.824557248, 5042965.0908635),FALSE,TRUE,161
"334","ab-29796922","Heart of Plateau Mont-Royal fully equipped 2 BR","Entire home/apt",2018-11-20,2018-12-01,29796922,45542395,NA,NA,24661954,FALSE,NA,50,165,2854,FALSE,FALSE,FALSE,c(611149.673592549, 5041863.81620658),FALSE,TRUE,161
"335","ab-29804721","the gem of the plateau","Entire home/apt",2018-11-20,2018-12-02,29804721,224233548,NA,NA,24661435,FALSE,NA,3,181,346,FALSE,FALSE,FALSE,c(610206.771206666, 5042184.5814027),FALSE,TRUE,161
"336","ab-29851249","Charming room near Saint Laurent, Montreal","Private room",2018-11-20,2019-05-24,29851249,224506858,NA,NA,24661946,FALSE,NA,58,181,2305,FALSE,FALSE,FALSE,c(611224.219454971, 5041379.195527),FALSE,TRUE,161
"337","ab-29860700","Appartement de Luxe au cœur du Plateau !","Entire home/apt",2018-11-20,2019-05-23,29860700,21631797,NA,NA,24661838,FALSE,NA,3,180,589,FALSE,TRUE,FALSE,c(610934.826430912, 5042059.7519237),FALSE,FALSE,161
"338","ab-29899677","PRIME Location in Mile-End. NEXT to the mountain!","Entire home/apt",2019-04-15,2019-05-24,29899677,177080656,NA,NA,24661418,FALSE,NA,9,30,395,FALSE,FALSE,FALSE,c(610009.424260017, 5041241.07943328),FALSE,TRUE,15
"339","ab-29902938","Rosemont corner","Shared room",2018-11-20,2018-11-30,29902938,224850524,NA,NA,24661458,FALSE,NA,7,181,133,FALSE,FALSE,FALSE,c(608861.530696252, 5042787.80837452),FALSE,TRUE,161
"340","ab-29947078","Loft with a view","Entire home/apt",2018-12-24,2019-05-21,29947078,74488758,NA,NA,24661986,FALSE,NA,127,141,4983,FALSE,FALSE,FALSE,c(611040.83321052, 5044233.1482519),FALSE,TRUE,127
"341","ab-29981427","St.Denis Downtown 6bdrm with Billiards | sleeps 19","Entire home/apt",2018-12-13,2019-05-23,29981427,193770682,NA,NA,24663344,TRUE,500017188,15,144,21891,FALSE,TRUE,TRUE,c(611773.480068533, 5041377.84833399),FALSE,TRUE,138
"342","ab-29989559","Grand 3 1/2 rénové + commodités, best spot in Mtl!","Entire home/apt",2018-11-26,2018-12-14,29989559,225452992,NA,NA,24661262,FALSE,NA,4,180,253,FALSE,FALSE,FALSE,c(611730.500369831, 5041056.69138909),FALSE,TRUE,155
"343","ab-29992371","Wonderful apartment in Le Plateau","Private room",2018-11-26,2018-12-05,29992371,9465587,NA,NA,24661905,FALSE,NA,2,174,60,FALSE,FALSE,FALSE,c(610834.213097666, 5042638.48321935),FALSE,TRUE,155
"344","ab-29992764","Large Group Cozy Downtown Spacious FREE PARKING","Entire home/apt",2018-11-26,2019-05-23,29992764,21402767,NA,NA,24663344,FALSE,NA,89,172,16600,FALSE,TRUE,TRUE,c(611748.90980337, 5041485.20861517),FALSE,TRUE,155
"345","ab-30010784","Numero 25","Entire home/apt",2018-11-26,2018-12-14,30010784,158096941,NA,NA,24661281,FALSE,NA,19,166,1262,FALSE,TRUE,FALSE,c(611455.02327891, 5040301.80668492),FALSE,FALSE,155
"346","ab-30046860","Downtown MTL: 4BR/2Bath + Patio/BBQ + Parkings/AC","Entire home/apt",2018-12-09,2019-05-24,30046860,213410310,NA,NA,24662026,FALSE,NA,111,143,11876,FALSE,FALSE,FALSE,c(612125.105712571, 5043602.33169589),FALSE,TRUE,142
"347","ab-30058999","The Best Place : Quality & Price Downtown Montreal","Entire home/apt",2018-11-26,2019-05-24,30058999,142914282,NA,NA,24661943,FALSE,NA,85,156,4122,FALSE,TRUE,FALSE,c(611152.017089801, 5040956.7261005),FALSE,FALSE,155
"348","ab-30085089","Private room -  Mile End","Private room",2018-11-26,2019-05-22,30085089,779457,NA,NA,24661376,FALSE,NA,0,181,0,FALSE,TRUE,FALSE,c(609602.426689028, 5042310.81138561),FALSE,TRUE,155
"349","ab-30087154","Private home - Mile End","Entire home/apt",2018-11-26,2019-05-20,30087154,779457,"7131537","CanadaStays-970970w",24661434,FALSE,NA,5,181,1030,FALSE,TRUE,TRUE,c(609752.641018424, 5042118.96002818),FALSE,TRUE,155
"350","ab-30109022","Masion Petit Paris - Studio","Private room",2018-11-26,2019-05-24,30109022,56431648,NA,NA,24661262,FALSE,NA,82,176,3418,FALSE,FALSE,FALSE,c(611750.420143187, 5041137.39200301),FALSE,TRUE,155
"351","ab-30111043","Cosyy apartement","Entire home/apt",2018-11-19,2019-01-16,30111043,226254918,NA,NA,24661795,FALSE,NA,18,177,635,FALSE,FALSE,FALSE,c(612244.326445846, 5042911.99641288),FALSE,TRUE,162
"352","ab-30112170","Immeuble avec plusieurs appartements à Montréal","Private room",2018-11-21,2018-12-28,30112170,87679281,NA,NA,24661891,FALSE,NA,11,181,371,FALSE,FALSE,FALSE,c(611938.3191922, 5042771.40085158),FALSE,TRUE,160
"353","ab-30112530","3 1/2 magnifique au coeur du plateau","Entire home/apt",2018-11-26,2019-01-28,30112530,70130882,NA,NA,24661900,FALSE,NA,17,177,1028,FALSE,FALSE,FALSE,c(611162.823151603, 5042548.2651521),FALSE,TRUE,155
"354","ab-30132185","Luxurious condo in downtown Montreal","Entire home/apt",2018-12-03,2018-12-03,30132185,226415702,NA,NA,24661272,FALSE,NA,12,174,1620,FALSE,FALSE,FALSE,c(611631.072534103, 5040388.28514356),FALSE,TRUE,148
"355","ab-30172441","Chambre meublée dans Rosemont avec wifi :)","Private room",2018-11-28,2019-05-22,30172441,226671315,NA,NA,24662033,FALSE,NA,42,168,928,FALSE,FALSE,FALSE,c(610201.326644048, 5043790.46891985),FALSE,TRUE,153
"356","ab-30181261","Cosy private room for your adventures in Montreal","Private room",2018-12-03,2019-04-19,30181261,34278182,NA,NA,24661844,FALSE,NA,17,181,450,FALSE,TRUE,FALSE,c(611425.672944722, 5042045.11851672),FALSE,TRUE,148
"357","ab-30184732","Nice loft in Mile End","Entire home/apt",2018-12-11,2019-05-24,30184732,142818990,NA,NA,24661375,FALSE,NA,63,146,3553,FALSE,TRUE,TRUE,c(609551.879035965, 5042476.62432416),FALSE,TRUE,140
"358","ab-30204734","Comfortable 1 Bedroom Corner Unit Place-des-Arts 4","Entire home/apt",2018-12-03,2019-05-21,30204734,50027321,NA,NA,24662114,FALSE,NA,153,181,8267,FALSE,TRUE,FALSE,c(611690.679761726, 5040411.74726089),FALSE,FALSE,148
"359","ab-30205664","Funny place in the city!","Entire home/apt",2018-11-24,2018-11-27,30205664,73843579,NA,NA,24661830,FALSE,NA,10,173,267,FALSE,FALSE,FALSE,c(610560.427054587, 5042812.29384213),FALSE,TRUE,157
"360","ab-30249350","Loft space on St. Laurent just steps to mountain","Entire home/apt",2018-12-24,2019-01-14,30249350,227157273,NA,NA,24661958,FALSE,NA,1,144,151,FALSE,FALSE,FALSE,c(610901.632431904, 5041379.41158976),FALSE,TRUE,127
"361","ab-30250250","Appartement bien situé","Entire home/apt",2018-11-26,2019-02-13,30250250,206064996,NA,NA,24661795,FALSE,NA,8,179,352,FALSE,TRUE,TRUE,c(612255.574930468, 5042902.30823333),FALSE,TRUE,155
"362","ab-30268003","$875 / 1br - Plateau Room sublease- January 1st","Private room",2018-12-03,2019-01-28,30268003,93937079,NA,NA,24661961,FALSE,NA,0,152,0,FALSE,FALSE,FALSE,c(610278.689309883, 5041383.70818213),FALSE,TRUE,148
"363","ab-30294729","Cozy studio in Montréal","Entire home/apt",2018-12-11,2019-05-21,30294729,93808155,NA,NA,24661804,FALSE,NA,90,151,2884,FALSE,FALSE,FALSE,c(611921.254764906, 5043384.20161254),FALSE,TRUE,140
"364","ab-30313579","Comfy Room","Private room",2019-02-25,2019-05-23,30313579,149269115,NA,NA,24661964,FALSE,NA,49,89,1027,FALSE,FALSE,FALSE,c(610598.686009411, 5041807.10124025),FALSE,TRUE,64
"365","ab-30347525","Industrial 5BR in Plateau by Sonder","Entire home/apt",2018-12-24,2019-02-13,30347525,224865057,NA,NA,24661957,FALSE,NA,91,148,22118,FALSE,TRUE,FALSE,c(610593.739073522, 5041610.40110415),FALSE,FALSE,127
"366","ab-30347667","Artsy Studio in Le Plateau by Sonder","Entire home/apt",2018-12-24,2018-12-27,30347667,224865057,NA,NA,24661270,FALSE,NA,15,135,920,FALSE,TRUE,FALSE,c(611487.148956308, 5040941.44488099),FALSE,FALSE,127
"367","ab-30347713","Charming Studio in Le Plateau by Sonder","Entire home/apt",2018-12-24,2018-12-27,30347713,224865057,NA,NA,24661940,FALSE,NA,2,133,174,FALSE,TRUE,FALSE,c(611312.961477928, 5041022.90024924),FALSE,FALSE,127
"368","ab-30347760","Open-Concept Studio in Le Plateau by Sonder","Entire home/apt",2018-12-24,2018-12-27,30347760,224865057,NA,NA,24663347,FALSE,NA,14,140,595,FALSE,TRUE,FALSE,c(611337.370639856, 5041125.28730581),FALSE,FALSE,127
"369","ab-30348672","Bold Studio in Le Plateau by Sonder","Entire home/apt",2018-12-24,2018-12-27,30348672,224865057,NA,NA,24661940,FALSE,NA,10,137,638,FALSE,TRUE,FALSE,c(611332.514716419, 5041075.24298259),FALSE,FALSE,127
"370","ab-30348678","Central 1BR in Plateau by Sonder","Entire home/apt",2018-12-24,2019-02-09,30348678,224865057,NA,NA,24661956,FALSE,NA,80,147,4275,FALSE,TRUE,FALSE,c(610703.347997023, 5041835.22618918),FALSE,FALSE,127
"371","ab-30348702","Charming 4BR in Plateau by Sonder","Entire home/apt",2018-12-24,2018-12-30,30348702,224865057,NA,NA,24661958,FALSE,NA,22,144,1779,FALSE,TRUE,FALSE,c(610953.338454922, 5041401.47643721),FALSE,FALSE,127
"372","ab-30348861","Stunning Studio in Le Plateau by Sonder","Entire home/apt",2018-12-24,2018-12-27,30348861,224865057,NA,NA,24663349,FALSE,NA,28,140,1270,FALSE,TRUE,FALSE,c(611489.280572028, 5041045.44717064),FALSE,FALSE,127
"373","ab-30349618","Airy 1BR in Plateau by Sonder","Entire home/apt",2018-12-31,2018-12-31,30349618,224865057,NA,NA,24661958,FALSE,NA,26,135,1393,FALSE,TRUE,FALSE,c(610824.246074463, 5041528.09891899),FALSE,FALSE,120
"374","ab-30400000","SPACIOUS APARTMENT - PLATEAU MONT-ROYAL","Entire home/apt",2018-12-11,2019-05-24,30400000,167985480,NA,NA,24661809,FALSE,NA,67,148,5139,FALSE,FALSE,FALSE,c(611710.788642646, 5043711.6213459),FALSE,TRUE,140
"375","ab-30402662","Private bedroom in bohemian home @ Parc Lafontaine","Private room",2019-01-01,2019-01-16,30402662,227959003,NA,NA,24661892,FALSE,NA,13,136,256,FALSE,FALSE,FALSE,c(611926.022065689, 5043101.69470638),FALSE,TRUE,119
"376","ab-30402932","Sherbrooke Street Home, Cozy & Bright","Entire home/apt",2018-12-04,2018-12-19,30402932,159266846,NA,NA,24661801,FALSE,NA,27,181,838,FALSE,TRUE,TRUE,c(612240.464377134, 5043440.04879582),FALSE,TRUE,147
"377","ab-30404861","Beautiful Plateau KingSize Comfort","Entire home/apt",2018-12-11,2019-01-13,30404861,196614112,NA,NA,24661959,FALSE,NA,3,144,251,FALSE,TRUE,TRUE,c(611002.093596956, 5041422.69659941),FALSE,TRUE,140
"378","ab-30406575","Cozy 1 Bedroom Plateau Mont-Royal","Entire home/apt",2018-12-11,2019-02-06,30406575,13982762,NA,NA,24663347,FALSE,NA,0,144,0,FALSE,FALSE,FALSE,c(611368.179804919, 5041088.27372614),FALSE,TRUE,140
"379","ab-30425635","Shared bedroom in bohemian house @ parc Lafontaine","Shared room",2018-12-04,2019-01-16,30425635,227959003,NA,NA,24661804,FALSE,NA,2,166,42,FALSE,FALSE,FALSE,c(611902.349911862, 5043306.10406434),FALSE,TRUE,147
"380","ab-30426045","Private bedroom in a bohemian home @ Plateau","Private room",2019-01-03,2019-01-15,30426045,227959003,NA,NA,24661798,FALSE,NA,0,151,0,FALSE,FALSE,FALSE,c(612028.654257086, 5043257.57470953),FALSE,TRUE,117
"381","ab-30428195","Luxurious triplex with private rooftop downtown","Entire home/apt",2018-12-11,2019-03-26,30428195,186420019,NA,NA,24663346,FALSE,NA,18,147,2733,FALSE,FALSE,FALSE,c(611510.26263286, 5041329.82078723),FALSE,TRUE,140
"382","ab-30439286","Charmant mini loft au cœur du Plateau Mont-Royal","Entire home/apt",2018-12-04,2019-01-15,30439286,228544044,NA,NA,24661818,FALSE,NA,2,164,76,FALSE,FALSE,FALSE,c(611016.727545365, 5043392.04054705),FALSE,TRUE,147
"383","ab-30444628","Private Room in Montreal home in the Plateau","Private room",2019-01-17,2019-05-21,30444628,6003670,NA,NA,24661898,FALSE,NA,89,120,2342,FALSE,FALSE,FALSE,c(611323.634022292, 5042512.28306535),FALSE,TRUE,103
"384","ab-30446242","Spacieux et éclairé. Downtown/centre-ville","Entire home/apt",2018-12-17,2018-12-26,30446242,228593983,NA,NA,24661943,FALSE,NA,6,140,396,FALSE,FALSE,FALSE,c(611373.140313437, 5040902.04903271),FALSE,TRUE,134
"385","ab-30466959","Beautiful room in the heart of the plateau","Private room",2018-12-11,2019-01-23,30466959,6753088,NA,NA,24661839,FALSE,NA,46,143,1987,FALSE,FALSE,FALSE,c(611179.098213027, 5042249.35916939),FALSE,TRUE,140
"386","ab-30469118","☼♥Beautiful The Plateau Fully Loaded BEST LOCATION","Entire home/apt",2018-12-24,2019-05-23,30469118,228754233,NA,NA,24661906,FALSE,NA,96,138,10696,FALSE,FALSE,FALSE,c(610754.119043778, 5042648.88902421),FALSE,TRUE,127
"387","ab-30476743","Plateau Pied-à-terre","Entire home/apt",2018-12-17,2019-05-24,30476743,5912197,NA,NA,24661912,FALSE,NA,97,145,4500,FALSE,FALSE,FALSE,c(611431.822320782, 5043193.22307498),FALSE,TRUE,134
"388","ab-30493704","Furnished Room in Central Plateau, Montreal condo","Private room",2018-12-12,2019-03-18,30493704,1800083,NA,NA,24661957,FALSE,NA,38,151,798,FALSE,FALSE,FALSE,c(610688.037753718, 5041701.99167904),FALSE,TRUE,139
"389","ab-30496051","APARTMENT IN THE CULTURAL HEART OF MONTREAL","Entire home/apt",2018-12-08,2019-05-23,30496051,204606447,NA,NA,24661271,FALSE,NA,110,150,6783,FALSE,FALSE,FALSE,c(611567.064171439, 5040684.04314503),FALSE,TRUE,143
"390","ab-30505640","Awesome view! Your Winter stay in Montreal","Entire home/apt",2018-12-04,2019-02-01,30505640,35801025,NA,NA,24661413,FALSE,NA,18,178,1602,FALSE,FALSE,FALSE,c(610095.680106992, 5041286.07934114),FALSE,TRUE,147
"391","ab-30506120","Mile End full apartment  2 rooms","Entire home/apt",2018-12-24,2019-03-06,30506120,102775286,NA,NA,24661370,FALSE,NA,56,133,3458,FALSE,FALSE,FALSE,c(608768.657152865, 5042237.39087996),FALSE,TRUE,127
"392","ab-30510021","33.  AMAZING 6 BEDROOMS IN A PERFECT LOCATION!!","Entire home/apt",2018-12-17,2019-05-21,30510021,9998124,NA,NA,24661958,FALSE,NA,29,143,10249,FALSE,TRUE,TRUE,c(610903.767123635, 5041342.40316827),FALSE,TRUE,134
"393","ab-30526073","Studio in heart of downtown","Entire home/apt",2018-12-17,2019-01-19,30526073,62766069,NA,NA,24663349,FALSE,NA,21,150,1019,FALSE,FALSE,FALSE,c(611762.833024999, 5041028.82304514),FALSE,TRUE,134
"394","ab-30538461","Typique appartement au coeur du plateau Mont-Royal","Entire home/apt",2018-12-17,2018-12-29,30538461,13919115,NA,NA,24661829,FALSE,NA,26,151,1345,FALSE,FALSE,FALSE,c(610810.477442778, 5043139.30940802),FALSE,TRUE,134
"395","ab-30541208","Beautiful suite in the heart of down town Montreal","Private room",2018-12-22,2019-05-24,30541208,16639648,NA,NA,24661269,FALSE,NA,87,151,3756,FALSE,FALSE,FALSE,c(611690.8050544, 5040887.39426778),FALSE,TRUE,129
"396","ab-30564926","Amazing Studio in the <3 of MTL  [ROOFTOP & Pool]","Entire home/apt",2018-12-08,2019-02-08,30564926,176047995,NA,NA,24663348,FALSE,NA,9,149,692,FALSE,FALSE,FALSE,c(611786.65622148, 5040916.64700662),FALSE,TRUE,143
"397","ab-30570824","Spacious apartment Parc Lafontaine","Entire home/apt",2018-12-17,2019-04-29,30570824,141930,NA,NA,24661894,FALSE,NA,7,141,697,FALSE,TRUE,TRUE,c(611734.796507465, 5043109.71123185),FALSE,TRUE,134
"398","ab-30585044","Chambre à louer au cœur du Plateau","Private room",2018-12-26,2019-01-04,30585044,7246693,NA,NA,24661946,FALSE,NA,26,129,692,FALSE,FALSE,FALSE,c(611109.134769654, 5041460.82217997),FALSE,TRUE,125
"399","ab-30585826","Spacious and comfy with PRIVATE PARKING !","Entire home/apt",2018-12-24,2019-05-21,30585826,152253353,NA,NA,24661946,FALSE,NA,71,149,5927,FALSE,TRUE,FALSE,c(611207.917728467, 5041241.10300206),FALSE,FALSE,127
"400","ab-30588618","MILE END PRIVATE ROOM !","Private room",2018-12-19,2019-03-07,30588618,102775286,NA,NA,24661371,FALSE,NA,77,148,1939,FALSE,FALSE,FALSE,c(608874.599700862, 5042389.25608532),FALSE,TRUE,132
"401","ab-30591793","Backpacker's Choice in Plateau Mont Royal","Private room",2018-12-10,2019-01-28,30591793,152249282,NA,NA,24661422,FALSE,NA,47,151,1113,FALSE,TRUE,FALSE,c(610011.450349297, 5041717.66098972),TRUE,FALSE,141
"402","ab-30592870","Conventional Room in Hip Neighbourhood","Private room",2018-12-17,2019-04-15,30592870,152249282,NA,NA,24661429,FALSE,NA,111,150,2311,FALSE,TRUE,FALSE,c(609994.645594703, 5041905.38411979),TRUE,FALSE,134
"403","ab-30595790","Exquisite Suite in Montreal Downtown","Entire home/apt",2018-12-12,2019-05-24,30595790,229504993,NA,NA,24661946,FALSE,NA,130,151,5639,FALSE,FALSE,FALSE,c(611201.762028643, 5041147.64316906),FALSE,TRUE,139
"404","ab-30610677","1 MILLION DOLLAR EXPERIENCE! LARGE GROUPS WELCOME","Entire home/apt",2018-12-17,2019-01-02,30610677,137015168,NA,NA,24661852,FALSE,NA,5,145,2967,FALSE,TRUE,TRUE,c(612105.817419944, 5042120.17723881),FALSE,TRUE,134
"405","ab-30671441","COZY PLATEAU 2br!","Entire home/apt",2019-01-07,2019-05-16,30671441,229505184,NA,NA,24661937,FALSE,NA,14,120,1713,FALSE,TRUE,FALSE,c(611492.733375903, 5041305.06007851),FALSE,FALSE,113
"406","ab-30672606","PLATEAU TOWNHOUSE","Entire home/apt",2019-01-07,2019-05-23,30672606,229505184,NA,NA,24663347,FALSE,NA,19,120,2913,FALSE,TRUE,FALSE,c(611400.967834562, 5041061.16176723),FALSE,FALSE,113
"407","ab-30673370","Private room in elegant townhouse","Private room",2018-12-17,2019-03-21,30673370,37182668,NA,NA,24661262,FALSE,NA,0,142,0,FALSE,FALSE,FALSE,c(611670.79290366, 5040958.16239787),FALSE,TRUE,134
"408","ab-30675756","Appt typiquement montréalais cozy en centre ville","Entire home/apt",2018-12-17,2019-02-22,30675756,77106383,NA,NA,24661286,FALSE,NA,2,138,149,FALSE,FALSE,FALSE,c(610984.677942118, 5040390.32580407),FALSE,TRUE,134
"409","ab-30692091","Grand appartement centre de Montréal","Entire home/apt",2018-12-10,2018-12-10,30692091,62177672,NA,NA,24661904,FALSE,NA,8,149,296,FALSE,FALSE,FALSE,c(610930.372545973, 5042714.39618834),FALSE,TRUE,141
"410","ab-30692232","♕ LOWEST PRICE!! Romantic & Historic in Downtown ♕","Entire home/apt",2018-12-17,2019-02-27,30692232,47517856,NA,NA,24661425,FALSE,NA,85,140,4876,FALSE,TRUE,FALSE,c(610565.440622303, 5042053.22684881),FALSE,FALSE,134
"411","ab-30696099","Private room on the Plateau (La St-Hubert)","Private room",2018-12-12,2019-05-24,30696099,68746814,NA,NA,24661839,TRUE,500015012,118,140,3888,FALSE,TRUE,FALSE,c(611127.147563077, 5042227.63302597),FALSE,TRUE,139
